"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Sebastian Foszcz,318782157,16.077,T,114,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,5,-1,6.5,-1.0,-1.0,-1.0,5.0,-1.0,6.5,26.04.2023 napastnik (90'),Polska,27.04.2023"
"Sobieslaw Rozkosz,326844845,15.103,,30,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,4.5,4,-1,-1.0,-1.0,-1.0,4.5,4.0,-1.0,26.04.2023 pomocnik (90'),Polska,27.04.2023"
"Walter Dlugaszek,325750899,16.015,,51,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,3,-1,-1,-1,-1,-1,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.04.2023 bramkarz (90'),Polska,27.04.2023"
"Wiktor Kociszewski,326338930,15.067,,25,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,2.5,2,3.5,-1,-1.0,-1.0,2.5,2.0,3.5,-1.0,26.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Zenon Jelonkiewicz,318040873,16.101,Q,143,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,3.5,6.5,4.5,6,-1.0,-1.0,3.5,6.5,-1.0,-1.0,19.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Tomasz Mendel,318678551,16.107,U,123,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,5.5,6.5,-1,-1.0,-1.0,-1.0,-1.0,6.5,-1.0,26.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Henryk Supel,323528621,16.062,,81,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,26.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Danylo Shpyrka,303690335,18.111,,395,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,4,5,-1,5.5,5,-1.0,4.0,-1.0,-1.0,-1.0,5.0,22.03.2023 stoper (90'),Polska,27.04.2023"
"Tomasz Reclaw,326339197,15.108,,46,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,26.04.2023 napastnik (90'),Polska,27.04.2023"
"Norbert Majsner,326945598,15.053,,18,WC 38,,Final,,,,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,26.04.2023 pomocnik (90'),Polska,27.04.2023"
"Krzysztof Rejowski,307794225,18.064,Q,316,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,2.5,-1,2,3,5,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,26.04.2023 stoper (90'),Polska,27.04.2023"
"Tomasz Nicia,306490782,18.084,,381,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,2,4.5,4,4,-1,4.5,-1.0,-1.0,4.0,4.0,-1.0,-1.0,26.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Benedykt Stosik,279094380,24.034,,825,WC 36,,Final,,,,-1,-1,4,4,5,5.5,-1.0,-1.0,-1.0,4.0,5.0,5.5,06.09.2021 pomocnik (90'),Polska,27.04.2023"
"Damian Kordowski,311474286,19.073,P,302,WC 36,,Final,,,,2,6,6,6,7,4.5,-1.0,-1.0,6.0,-1.0,-1.0,4.5,12.02.2023 boczny_obronca (90'),Polska,27.04.2023"
"Dariusz Szmytkowski,313940051,17.083,,10000,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,-1,1,-1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,05.02.2023 napastnik (90'),Polska,17.04.2023"
"Hubert Woznikowski,316818869,17.075,,185,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,4.5,2,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,26.04.2023 bramkarz (90'),Polska,27.04.2023"
"Maciej Czernielewski,314254178,17.092,,157,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,26.04.2023 napastnik (90'),Polska,27.04.2023"
"Michal Klys,313650074,18.046,,186,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,2.5,2.5,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,26.04.2023 napastnik (90'),Polska,27.04.2023"
"Nils Prewein,314342341,17.035,Q,94,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,26.04.2023 pomocnik (90'),Polska,27.04.2023"
"Remigiusz Ciszczon,324723606,16.009,,32,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,27.04.2023"
"Robert Kasprzycki,311896166,18.098,P,230,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,25.12.2022 pomocnik (90'),Polska,27.04.2023"
"Rudolf Steplowski,318820108,17.037,,133,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,26.04.2023 pomocnik (90'),Polska,27.04.2023"
"Jozef Jesionek,322557668,16.086,P,84,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,4,-1,5,5,7,-1.0,4.0,-1.0,5.0,-1.0,7.0,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Ferdynand Dymkowski,319627376,16.072,U,80,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,2.5,3.5,3.5,5,5,-1.0,-1.0,3.5,3.5,5.0,5.0,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Zdzislaw Kajdas,323683764,16.074,H,53,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4.5,-1,5.5,5,5.5,-1.0,4.5,-1.0,5.0,5.0,5.5,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Leon Rawa,327019527,16.000,,24,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,-1,4,5.5,4.5,-1.0,-1.0,-1.0,4.0,5.5,4.5,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Janek Doroba,325863146,16.003,,45,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,3.5,-1,4,-1,6,-1.0,3.5,-1.0,4.0,-1.0,6.0,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Piotr Matukiewicz,323462458,15.098,Q,73,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,3.5,4,3.5,4,4.5,-1.0,3.5,3.5,-1.0,4.0,-1.0,20.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Krzysztof Podlesny,324098152,16.101,,59,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,1.5,2.5,3,4,4.5,-1.0,1.5,2.5,3.0,-1.0,4.5,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Ferdynand Siatkowski,314400015,17.102,,193,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,5,3,3,1.5,1.5,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.04.2023 bramkarz (90'),Polska,27.04.2023"
"Roman Samsonowicz,321344739,17.038,,109,WC 37,2,Friendly,27/09/2024,89,2,-1,2,-1,1,-1,-1,-1.0,2.0,-1.0,1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,27.04.2023"
"Szymon Ciechowski,309070550,18.095,T,297,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,3.5,4,6.5,5,6,-1.0,3.5,4.0,4.5,-1.0,-1.0,21.04.2023 stoper (90'),Polska,27.04.2023"
"Piotr Gawarecki,319504458,16.105,Q,157,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,3.5,4,4.5,5,4,-1.0,3.0,-1.0,4.5,-1.0,-1.0,20.04.2023 pomocnik (90'),Polska,27.04.2023"
"Ludwik Staszel,308369848,18.078,,353,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,3,3.5,3.5,4.5,4.5,-1.0,3.0,-1.0,3.5,4.5,4.5,21.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Gilbert Pyrek,320049531,16.106,,150,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2.5,2.5,3,3.5,4.5,-1.0,-1.0,2.5,3.0,3.5,4.5,21.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Seweryn Cwiertnia,321291294,16.073,P,94,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4,3.5,3.5,3.5,4,-1.0,4.0,3.5,3.5,3.5,4.0,21.04.2023 stoper (90'),Polska,27.04.2023"
"Franciszek Labinski,310933711,17.100,,290,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,3,2.5,3.5,3,5,-1.0,-1.0,-1.0,3.5,3.0,5.0,04.02.2023 pomocnik (90'),Polska,27.04.2023"
"Aleksander Proksza,320489187,16.091,,96,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,2.5,-1,4,5,5,-1.0,-1.0,-1.0,4.0,-1.0,4.0,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Bogumil Madrak,320133609,16.059,,130,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,4.5,5,4.5,5,-1.0,-1.0,4.5,5.0,-1.0,5.0,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Bohdan Clapinski,313733100,17.076,,209,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,4.5,1.5,2,1,1.5,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,21.04.2023 bramkarz (90'),Polska,27.04.2023"
"Borymyr Borzych,316727423,17.078,,200,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,2,2,1,2,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Grzegorz Biegajlo,320456008,16.048,T,136,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,3.5,4.5,4,5,4,-1.0,3.5,4.5,-1.0,-1.0,-1.0,21.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Janusz Szewczuk,313826781,17.078,,240,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,3,4,5.5,4.5,4.5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,21.04.2023 pomocnik (90'),Polska,27.04.2023"
"Jozef Luber,323555759,16.074,,60,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,5,5,5,-1,-1.0,-1.0,5.0,5.0,5.0,-1.0,31.03.2023 skrzydlowy (90'),Polska,27.04.2023"
"Maciej Pleszka,322914679,16.043,,103,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3.5,4,3.5,-1,6,-1.0,3.5,4.0,-1.0,-1.0,-1.0,21.04.2023 boczny_obronca (69'),Polska,27.04.2023"
"Maciej Wydmanski,323910755,16.051,,87,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,4.5,4,6,5.5,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,21.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Marek Salewski,326708410,15.047,,39,WC 38,1,Friendly,02/05/2025,91,1,-1,-1,-1,-1,5,4.5,-1.0,-1.0,-1.0,-1.0,5.0,4.5,31.03.2023 napastnik (90'),Polska,27.04.2023"
"Mieczyslaw Miedziak,313238109,17.069,,185,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,1.5,3.5,4.5,4,5,4,-1.0,3.5,-1.0,-1.0,-1.0,4.0,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Piotr Prochowski,327117578,15.099,,15,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,27.04.2023"
"Rafal Goinski,321182663,17.005,U,123,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,5,6,4.5,-1.0,-1.0,-1.0,5.0,6.0,-1.0,21.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Robert Gener,317227100,17.018,U,179,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,3,4.5,3,4.5,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,21.04.2023 napastnik (90'),Polska,27.04.2023"
"Stanislaw Liberda,325137774,16.019,H,45,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,4.5,-1,4,-1.0,-1.0,-1.0,4.5,-1.0,4.0,31.03.2023 napastnik (90'),Polska,27.04.2023"
"Andrzej Szwajcowski,316406791,17.025,,144,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,25.04.2023 pomocnik (90'),Polska,27.04.2023"
"Bogdan Taraszkiewicz,323245445,16.038,P,74,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,18.04.2023 napastnik (90'),Polska,27.04.2023"
"Boleslaw Bardzinski,321291552,17.033,,123,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,25.04.2023 napastnik (90'),Polska,27.04.2023"
"Dominik Majchrowicz,319856017,16.084,H,116,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5,5.5,-1,5.5,-1,-1.0,5.0,5.5,-1.0,5.5,-1.0,25.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Ernest Krause,325578252,16.074,,25,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,27.04.2023"
"Faustyn Kaleja,322217785,16.084,Q,95,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,4,-1,6,5,-1,-1.0,-1.0,-1.0,6.0,5.0,-1.0,25.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Filip Krzyzek,310293283,18.008,,249,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,2.5,-1,5,-1,5.5,6,-1.0,-1.0,5.0,-1.0,5.0,-1.0,25.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Innocenty Barciak,312653177,18.022,,207,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,2.5,-1,-1,5,-1,-1,2.0,-1.0,-1.0,4.0,-1.0,-1.0,25.04.2023 pomocnik (90'),Polska,27.04.2023"
"Janusz Skrzela,311878733,18.024,,214,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,-1,4,-1,-1,5.5,-1.0,-1.0,3.0,-1.0,-1.0,5.5,05.04.2023 napastnik (90'),Polska,27.04.2023"
"Julian Kuczewski,319855151,16.054,S,151,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,3.5,-1,5,-1,7,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,25.04.2023 pomocnik (90'),Polska,27.04.2023"
"Kamil Krypciak,319226103,17.046,,102,WC 37,1,Friendly,20/09/2024,89,1,-1,5.5,6,-1,-1,-1,-1.0,5.5,6.0,-1.0,-1.0,-1.0,25.04.2023 stoper (90'),Polska,27.04.2023"
"Marek Szafruga,326975811,15.040,,18,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,4,-1,-1,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,16.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Marian Orzeszyna,326248406,15.087,Q,46,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,4,-1,-1,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,25.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Waclaw Hadrian,307781743,18.050,,277,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,-1,4.5,4,-1.0,-1.0,-1.0,-1.0,4.5,4.0,09.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Wladyslaw Weckowski,309655745,18.039,Q,221,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,4.5,-1,-1,7,-1.0,-1.0,4.5,-1.0,-1.0,7.0,25.04.2023 napastnik (90'),Polska,27.04.2023"
"Zdzislaw Wojciuch,311513036,18.049,,179,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,2,-1,-1,-1,5.5,-1,2.0,-1.0,-1.0,-1.0,5.5,-1.0,25.04.2023 bramkarz (90'),Polska,27.04.2023"
"Adam Danek,320670584,16.072,U,53,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,4,-1,4,5,4.5,-1.0,4.0,-1.0,4.0,5.0,4.5,20.04.2023 stoper (90'),Polska,27.04.2023"
"Andrzej Pyrkosz,324949343,16.018,Q,45,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,20.04.2023 bramkarz (90'),Polska,27.04.2023"
"Andrzej Soja,321091200,16.090,H,116,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3,-1,4.5,4,5.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,28.03.2023 pomocnik (90'),Polska,27.04.2023"
"Bonifacy Orlicki,314102470,17.054,P,171,WC 37,,Final,,,,-1,3.5,3.5,4,4,6.5,-1.0,-1.0,3.5,3.5,-1.0,6.5,12.04.2023 napastnik (90'),Polska,27.04.2023"
"Bronislaw Majchrzak,327202547,15.062,P,18,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,20.04.2023 pomocnik (90'),Polska,27.04.2023"
"Dariusz Bajorek,324300238,16.038,,74,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,5.5,4.5,6,-1.0,-1.0,-1.0,5.5,4.5,-1.0,20.04.2023 skrzydlowy (90'),Polska,27.04.2023"
"Grzegorz Ledzinski,316770350,17.057,T,185,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,3,4,3.5,5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,26.02.2023 pomocnik (87'),Polska,27.04.2023"
"Krzysztof Losin,316100383,17.016,,165,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,3,4,4.5,6,-1.0,-1.0,-1.0,4.0,4.5,6.0,28.03.2023 napastnik (90'),Polska,27.04.2023"
"Ludwik Angielczyk,325254669,15.069,T,60,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,3.5,3.5,-1,5,-1.0,-1.0,3.5,3.5,-1.0,-1.0,20.04.2023 boczny_obronca (90'),Polska,27.04.2023"
"Lutomysl Piechna,322068639,16.016,P,67,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,3,-1,-1,-1,6,-1.0,3.0,-1.0,-1.0,-1.0,6.0,20.04.2023 stoper (90'),Polska,27.04.2023"
"Maciej Pucyk,313093609,17.087,,255,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,1.5,2.5,3.5,3.5,-1,4.5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,12.03.2023 bramkarz (90'),Polska,27.04.2023"
